ID,DateFounded,Headquarters,Type,Industry,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,AnnualRevenue
Company763,05/18/1998,Boulder,Non-Tech,Services,4,4.5,6.0,5.0,2,4,10,8,8,4,5,4,6.0,15,10,0,0,0,4,15,6,5,2,0,0,0.0,0.0,7.5,5.0,20,
Company764,04/14/2010,Chicago,Non-Tech,Finance,3,5.0,4.0,4.0,1,2,5,4,4,4,1,4,4.0,0,0,0,0,0,2,4,1,1,1,0,0,0.0,0.0,2.0,3.0,0,
Company765,09/17/2009,New York,Tech,Finance,1,2.0,5.0,4.0,2,2,5,4,4,4,3,4,5.0,0,0,0,0,0,1,3,1,1,4,0,0,0.0,0.0,1.0,3.0,0,
Company766,07/04/2011,New York,Tech,Services,2,7.5,6.0,3.0,1,4,4,4,5,5,3,5,5.0,0,2,2,0,0,1,5,12,3,3,0,0,0.0,1.0,3.0,2.5,0,
Company767,09/15/2006,Boston,Non-Tech,Finance,9,5.0,6.0,6.0,4,4,10,8,4,10,3,10,7.5,0,0,0,0,0,25,15,6,4,20,0,0,0.0,0.0,4.0,3.0,0,
Company768,08/20/2004,San Francisco,Tech,Finance,4,5.0,5.0,4.0,1,2,5,5,5,5,2,5,5.0,0,0,0,1,0,3,1,4,5,1,0,0,2.0,2.0,1.0,1.0,0,
Company769,10/30/2013,Durham,Non-Tech,Services,3,5.0,4.5,4.5,4,2,2,10,10,10,4,10,5.0,0,0,0,0,0,5,3,3,1,2,0,0,0.0,0.0,3.0,3.0,0,
Company770,06/20/2011,San Francisco,Tech,Services,9,5.0,6.0,3.0,4,6,5,10,5,10,2,5,5.0,3,0,5,0,5,5,6,2,2,1,3,5,0.0,5.0,2.0,3.0,5,
Company771,04/26/2013,Seattle,Non-Tech,Services,3,4.0,5.0,4.0,1,5,5,5,4,5,1,3,5.0,3,5,0,1,0,5,5,5,2,4,0,2,0.0,2.0,3.0,3.0,0,
Company772,07/09/2013,Charlotte,Non-Tech,Finance,9,4.5,3.0,7.5,6,2,6,8,10,4,6,10,7.5,0,0,0,0,0,25,6,3,4,10,0,0,0.0,0.0,2.5,7.5,0,
Company773,11/21/1999,Los Angeles,Non-Tech,Finance,3,4.0,5.0,5.0,2,4,5,5,5,5,1,5,5.0,0,1,0,0,0,1,2,1,3,1,0,0,1.0,0.0,4.0,3.0,0,
Company774,06/14/2013,Cleveland,Non-Tech,Finance,3,5.0,4.0,4.0,1,2,5,5,5,5,1,5,4.0,0,0,0,0,0,1,1,1,2,2,0,0,0.0,0.0,3.0,2.0,0,
Company775,07/07/2010,Kansas City,Non-Tech,Services,12,4.0,4.0,4.0,1,3,5,4,5,10,3,10,7.5,3,4,4,3,4,3,5,1,4,1,3,4,0.0,1.0,5.0,3.0,1,
Company776,10/12/2013,Chicago,Non-Tech,Finance,12,5.0,6.0,3.0,4,4,10,10,10,5,4,5,5.0,0,0,0,0,0,20,4,2,1,10,0,0,0.0,0.0,5.0,3.0,0,
Company777,09/10/1998,San Jose,Tech,Other,5,5.0,4.0,4.0,2,2,5,4,4,4,4,3,4.0,0,0,0,0,0,4,5,1,3,1,0,0,0.0,0.0,3.0,1.0,0,
Company778,05/07/2010,Milwaukee,Non-Tech,Finance,2,4.0,4.0,3.0,1,2,2,5,4,4,5,2,3.0,3,0,3,0,5,2,1,3,1,1,3,0,0.0,4.0,1.0,3.0,0,
Company779,05/01/1998,Palo Alto,Non-Tech,Finance,3,3.0,4.0,5.0,2,4,5,4,4,5,4,3,4.0,0,0,0,0,0,5,5,4,5,3,0,0,0.0,0.0,5.0,2.0,0,
Company780,08/02/2011,San Francisco,Tech,Services,3,4.0,4.0,4.0,2,3,5,4,4,4,4,3,4.0,2,2,4,1,0,4,5,1,1,1,1,0,1.0,3.0,3.0,3.0,5,
Company781,04/12/1997,Chicago,Non-Tech,Finance,4,3.0,4.0,4.0,2,2,5,4,4,4,5,4,4.0,0,0,0,1,0,5,5,3,5,5,0,0,0.0,3.0,3.0,2.0,5,
Company782,08/01/2008,Dallas,Non-Tech,Finance,4,2.0,4.0,4.0,2,2,4,4,5,5,3,5,3.0,0,0,0,0,0,2,3,1,1,1,0,0,0.0,0.0,1.0,1.0,0,
Company783,07/10/2013,San Francisco,Tech,Finance,4,5.0,3.0,5.0,2,2,5,4,4,5,4,4,5.0,0,0,0,0,0,3,5,1,2,2,0,0,0.0,0.0,2.0,3.0,0,
Company784,11/08/2013,New York,Tech,Services,3,5.0,6.0,6.0,3,2,10,4,4,4,3,4,4.0,0,10,12,0,0,5,4,1,1,3,0,0,7.5,0.0,1.0,7.5,0,
Company785,09/01/2001,Dallas,Non-Tech,Finance,3,3.0,4.0,4.0,2,5,5,4,5,4,3,4,5.0,1,0,0,0,0,2,1,1,1,1,0,5,0.0,0.0,2.0,3.0,1,
Company786,04/13/2007,San Francisco,Tech,Finance,6,6.0,6.0,6.0,2,6,10,4,10,10,4,10,7.5,0,0,0,0,0,10,3,1,1,5,0,0,0.0,0.0,10.0,3.0,0,
Company787,07/04/2011,San Francisco,Tech,Services,12,7.5,6.0,6.0,2,4,10,6,8,10,10,8,7.5,0,0,0,0,0,15,15,12,5,25,0,0,0.0,0.0,10.0,2.5,0,
Company788,09/26/2006,San Francisco,Tech,Services,12,6.0,6.0,6.0,2,8,10,5,5,10,4,10,7.5,3,4,12,3,12,15,15,3,5,20,4,2,7.5,2.5,3.0,5.0,25,
Company789,06/14/2013,New York,Tech,Finance,4,5.0,4.0,3.0,1,2,1,5,5,5,1,4,5.0,0,4,0,3,0,3,2,1,2,2,0,5,5.0,2.0,3.0,2.0,0,
Company790,07/14/2007,Atlanta,Non-Tech,Services,4,5.0,5.0,4.0,2,2,5,4,4,5,3,4,5.0,3,0,0,4,2,3,5,5,3,5,5,4,0.0,2.0,3.0,1.0,0,
Company791,07/04/2011,Boulder,Non-Tech,Services,2,3.0,5.0,3.0,2,2,5,4,5,10,4,5,5.0,0,0,3,0,4,3,5,3,2,3,2,4,5.0,2.0,3.0,2.5,2,
Company792,02/21/2013,Denver,Non-Tech,Services,3,4.0,4.0,4.0,4,6,5,10,10,10,1,5,5.0,0,0,0,0,0,5,1,1,1,1,0,0,0.0,0.0,5.0,3.0,0,
Company793,03/18/2011,Pittsburgh,Non-Tech,Finance,1,4.0,4.0,4.0,2,3,1,3,4,5,5,4,4.0,0,0,0,0,0,5,1,1,2,4,0,0,0.0,0.0,1.0,2.0,0,
Company794,05/01/2012,Detroit,Non-Tech,Finance,5,5.0,4.0,5.0,2,4,5,4,4,4,5,3,4.0,0,0,0,0,0,5,5,3,5,3,0,0,0.0,0.0,2.0,0.0,0,
Company795,09/13/1999,Atlanta,Non-Tech,Finance,3,4.5,4.0,4.0,1,2,5,4,5,4,6,10,7.5,0,0,0,0,0,25,2,3,2,2,0,0,0.0,0.0,5.0,3.0,0,
Company796,06/28/2012,Raleigh,Non-Tech,Finance,3,4.0,4.0,4.0,2,2,5,5,5,5,1,5,5.0,0,0,0,0,0,3,1,1,1,1,0,0,0.0,0.0,2.0,3.0,0,
Company797,12/04/2012,San Francisco,Tech,Finance,2,3.0,4.0,3.0,1,2,5,4,5,5,4,5,5.0,0,0,0,0,0,5,3,4,2,5,0,0,0.0,0.0,3.0,3.0,0,
Company798,04/04/2008,San Francisco,Tech,Services,12,6.0,4.0,3.0,1,1,10,8,10,10,5,4,5.0,15,8,12,15,3,2,1,2,3,1,10,6,7.5,3.0,5.0,3.0,20,
Company799,10/04/2013,Phoenix,Non-Tech,Finance,12,3.0,4.5,3.0,4,2,5,8,5,10,10,5,7.5,0,0,0,0,0,2,4,15,1,15,0,0,0.0,0.0,3.0,2.0,5,
Company800,08/13/2009,San Jose,Tech,Services,2,5.0,4.0,4.0,2,2,5,4,5,5,4,4,4.0,2,3,0,3,0,4,5,2,5,2,1,3,1.0,4.0,2.0,3.0,0,
Company801,07/04/2011,Chicago,Non-Tech,Services,3,5.0,4.0,4.0,2,2,5,5,4,4,2,4,5.0,4,4,0,0,0,5,4,1,3,3,3,0,0.0,5.0,2.0,2.0,5,
Company802,02/29/2012,New York,Tech,Finance,3,4.0,3.0,3.0,2,2,5,5,5,5,4,5,5.0,0,0,0,0,0,3,5,1,1,2,0,0,0.0,0.0,5.0,3.0,0,
Company803,02/07/2009,Palo Alto,Non-Tech,Finance,2,3.0,3.0,4.0,2,2,5,5,5,5,1,5,4.0,0,0,0,0,0,3,1,2,1,1,0,0,0.0,0.0,2.0,3.0,0,
Company804,12/08/2012,San Francisco,Tech,Services,2,3.0,4.5,4.0,2,2,5,5,4,5,1,5,5.0,0,4,0,4,1,5,4,2,5,3,2,1,1.0,0.0,3.0,3.0,5,
Company805,10/23/1999,Nashville,Non-Tech,Other,4,5.0,5.0,3.0,1,5,5,5,5,4,2,5,4.0,3,5,2,4,4,2,5,3,2,1,5,5,5.0,4.0,4.0,3.0,5,
Company806,10/30/2013,Louisville,Non-Tech,Finance,3,4.0,4.0,4.0,3,1,5,4,4,5,3,4,5.0,0,0,0,0,0,4,5,3,1,5,0,0,0.0,0.0,2.0,3.0,0,
Company807,09/26/2009,San Jose,Tech,Finance,1,2.0,4.0,4.0,2,1,5,5,4,4,4,4,4.0,0,0,0,1,0,1,1,1,1,1,0,0,0.0,0.0,1.0,3.0,0,
Company808,10/18/2012,San Francisco,Tech,Services,4,2.0,4.0,5.0,2,3,5,5,5,5,2,5,5.0,2,2,4,1,4,5,3,1,1,2,1,1,1.0,1.0,2.0,3.0,3,
Company809,07/17/2009,San Francisco,Tech,Services,5,5.0,4.0,4.0,1,10,5,4,4,5,4,4,5.0,0,0,0,0,0,3,4,3,2,5,0,0,0.0,0.0,5.0,7.5,0,
Company810,01/07/2011,Los Angeles,Non-Tech,Finance,2,5.0,4.0,4.0,2,3,5,4,5,5,3,5,5.0,0,0,0,0,0,1,5,1,3,1,0,0,0.0,0.0,4.0,2.0,0,
Company811,05/30/2008,San Francisco,Tech,Finance,12,7.5,6.0,6.0,4,6,10,8,8,8,6,8,6.0,0,0,0,0,0,15,12,3,2,5,0,0,0.0,0.0,7.5,5.0,0,43506000.0
Company812,05/01/2010,San Jose,Tech,Finance,3,5.0,4.0,5.0,2,3,5,5,5,5,4,4,5.0,0,4,0,0,0,2,3,1,2,1,2,0,0.0,0.0,3.0,3.0,1,
Company813,08/05/2011,New York,Tech,Finance,12,5.0,4.0,5.0,2,2,5,4,8,5,5,4,5.0,1,0,0,0,0,5,5,2,5,5,0,0,0.0,0.0,5.0,0.0,0,
Company814,01/17/2012,Dallas,Non-Tech,Services,12,7.5,6.0,6.0,4,2,10,10,10,10,4,10,7.5,9,4,12,3,12,20,6,3,3,1,2,2,2.5,2.5,5.0,7.5,25,
Company815,05/01/1997,Indianapolis,Non-Tech,Services,2,4.0,4.0,4.0,2,2,5,2,4,4,5,3,5.0,4,2,3,1,4,1,3,2,1,1,1,3,2.0,2.0,2.0,2.0,3,
Company816,07/12/2013,Long Beach,Non-Tech,Finance,4,3.0,3.0,4.0,2,1,5,3,5,4,2,3,4.0,0,0,0,0,0,3,5,2,4,4,0,0,0.0,0.0,3.0,2.0,0,
Company817,02/09/2010,Milwaukee,Non-Tech,Services,4,5.0,6.0,4.0,4,3,2,5,8,5,2,5,5.0,3,3,4,2,4,5,3,6,3,5,2,3,3.0,0.0,2.0,2.0,3,
Company818,05/18/2011,San Jose,Tech,Services,3,3.0,5.0,4.0,2,4,1,4,5,5,3,5,5.0,0,0,4,2,0,2,3,2,3,1,3,0,0.0,5.0,2.0,3.0,0,
Company819,09/20/2013,New York,Tech,Finance,3,5.0,4.0,3.0,2,2,5,4,4,5,2,5,5.0,0,0,0,0,0,2,4,2,3,3,0,0,0.0,0.0,3.0,3.0,0,
Company820,12/30/2011,New York,Tech,Finance,4,5.0,4.0,4.0,2,2,5,3,4,4,5,4,4.0,0,0,0,0,0,5,5,4,4,5,0,0,0.0,0.0,3.0,1.0,0,
Company821,08/19/2006,Los Angeles,Non-Tech,Finance,3,4.0,4.0,4.0,2,2,5,4,4,5,4,4,5.0,0,0,0,0,0,5,5,4,1,2,0,0,0.0,0.0,4.0,2.0,0,
Company822,10/06/2007,San Francisco,Tech,Finance,12,4.0,4.0,3.0,4,2,5,4,4,10,4,5,5.0,9,0,0,0,0,3,4,3,1,25,2,0,0.0,2.5,3.0,3.0,0,
Company823,04/14/2009,San Francisco,Tech,Services,3,6.0,4.0,6.0,1,2,10,8,8,5,10,8,7.5,0,4,12,0,0,5,12,3,2,10,0,0,10.0,0.0,5.0,3.0,0,
Company824,09/26/2006,San Francisco,Tech,Finance,1,2.0,0.0,5.0,3,1,1,10,4,10,3,4,5.0,0,0,0,3,0,1,1,2,1,2,0,0,0.0,2.5,1.0,3.0,0,
Company825,03/14/2012,Denver,Non-Tech,Services,3,4.0,4.0,4.0,4,2,5,10,5,5,2,5,7.5,1,2,2,1,1,3,2,1,2,1,0,1,1.0,2.0,1.0,3.0,4,
Company826,08/07/2013,San Francisco,Tech,Finance,6,4.5,6.0,6.0,2,2,2,6,8,8,10,6,6.0,0,0,0,0,0,5,12,6,2,10,0,0,0.0,0.0,5.0,7.5,0,
Company827,03/27/2013,New York,Tech,Finance,2,2.0,4.0,4.0,2,6,1,5,4,4,2,4,4.0,0,0,0,0,0,1,1,3,1,1,0,0,0.0,0.0,5.0,2.0,0,
Company828,08/24/1996,San Francisco,Tech,Finance,5,5.0,4.0,4.0,2,3,5,3,4,5,5,2,4.0,3,4,0,0,4,4,5,2,3,5,0,5,5.0,2.0,4.0,3.0,0,
Company829,03/30/2002,San Francisco,Tech,Services,4,2.0,4.0,4.0,1,4,5,4,5,5,2,5,5.0,0,0,0,0,0,3,3,1,4,2,0,0,0.0,0.0,2.0,3.0,0,
Company830,08/26/2000,San Francisco,Tech,Other,4,5.0,5.0,4.0,2,5,5,4,4,5,3,4,5.0,0,0,0,0,0,5,5,1,2,1,0,0,0.0,0.0,5.0,3.0,0,
Company831,05/18/1998,Seattle,Non-Tech,Services,6,4.5,6.0,6.0,2,4,10,8,8,8,10,6,6.0,15,10,15,9,12,3,15,6,3,20,8,10,10.0,2.5,7.5,3.0,20,
Company832,08/07/2013,Seattle,Non-Tech,Finance,12,4.5,6.0,4.5,2,4,10,4,10,8,10,6,5.0,0,0,0,0,0,4,12,15,2,10,0,0,0.0,0.0,7.5,7.5,0,
Company833,05/18/1998,Louisville,Non-Tech,Services,6,4.5,6.0,6.0,2,2,10,4,8,5,10,4,6.0,15,10,15,9,12,25,15,6,3,20,8,10,10.0,0.0,7.5,5.0,20,
Company834,08/18/2012,San Francisco,Tech,Finance,1,3.0,4.5,5.0,4,1,1,4,4,10,3,3,7.5,2,2,0,3,4,1,3,2,1,4,0,0,0.0,0.0,2.0,3.0,10,
Company835,02/01/2012,New York,Tech,Services,15,5.0,6.0,6.0,2,2,5,10,8,5,4,4,7.5,3,2,6,3,12,3,15,3,5,5,3,6,3.0,12.5,7.5,3.0,3,
Company836,09/26/2009,Portland,Non-Tech,Finance,1,2.0,4.0,4.0,2,1,1,5,4,5,1,4,5.0,0,0,0,0,0,1,1,1,4,1,0,0,0.0,0.0,1.0,3.0,0,
Company837,03/31/2011,San Francisco,Tech,Services,4,5.0,4.0,4.0,1,3,5,4,4,5,4,4,4.0,0,0,0,0,0,3,3,1,3,1,0,0,3.0,0.0,4.0,2.0,0,
Company838,11/02/2000,San Francisco,Tech,Finance,2,4.0,3.0,4.0,2,3,5,4,5,5,3,5,5.0,0,0,0,0,0,1,1,1,1,1,0,0,0.0,0.0,2.0,3.0,0,
Company839,02/16/2010,Seattle,Non-Tech,Finance,3,3.0,4.0,4.0,2,2,5,5,5,5,1,5,5.0,0,0,0,0,0,4,4,1,3,1,0,0,0.0,0.0,3.0,1.0,0,
Company840,03/30/2002,Seattle,Non-Tech,Services,12,7.5,6.0,6.0,1,2,10,10,4,5,2,10,7.5,9,4,0,0,12,20,15,3,4,25,0,2,2.5,2.5,5.0,7.5,25,
Company841,08/22/2004,San Francisco,Tech,Finance,3,5.0,4.0,4.0,2,3,5,5,4,5,5,4,5.0,0,0,0,0,0,3,5,2,4,1,0,0,0.0,0.0,3.0,3.0,0,
Company842,04/14/2010,New York,Tech,Finance,4,5.0,4.0,4.0,1,4,5,5,4,4,1,4,4.0,0,0,0,0,0,2,4,1,1,1,0,0,0.0,0.0,2.0,3.0,0,
Company843,04/21/2007,Boulder,Non-Tech,Finance,5,5.0,4.0,4.0,1,2,5,4,4,4,5,4,4.0,0,0,0,0,0,4,5,3,3,1,0,0,0.0,0.0,3.0,2.0,0,
Company844,01/23/2009,Charlotte,Non-Tech,Finance,4,5.0,4.0,5.0,2,2,5,4,5,5,3,5,5.0,0,0,0,0,0,5,5,2,2,1,0,0,0.0,0.0,3.0,3.0,0,
Company845,03/15/2011,Sacramento,Non-Tech,Services,4,5.0,4.0,4.0,2,2,5,5,4,4,1,4,4.0,3,2,4,2,3,4,5,3,2,1,3,4,3.0,5.0,3.0,3.0,5,
Company846,06/15/2010,Philadelphia,Non-Tech,Finance,12,5.0,4.0,4.0,2,5,5,5,4,4,2,4,4.0,0,0,0,0,0,3,1,12,2,1,0,0,0.0,0.0,2.0,3.0,0,
Company847,07/12/2013,San Francisco,Tech,Services,4,5.0,4.0,4.0,1,3,5,3,4,5,5,4,4.0,0,0,0,0,0,5,5,4,4,5,0,0,0.0,0.0,4.0,1.0,0,
Company848,03/27/2013,San Francisco,Tech,Other,4,4.0,4.0,4.0,2,2,1,5,4,5,2,4,4.0,0,0,0,0,0,1,1,2,2,5,0,0,0.0,0.0,1.0,3.0,0,
Company849,04/17/2009,San Francisco,Tech,Finance,4,7.5,4.0,4.0,4,3,5,5,5,5,4,5,5.0,0,4,5,4,5,5,15,15,3,5,5,0,0.0,0.0,4.0,2.5,0,
Company850,10/22/2006,San Francisco,Tech,Services,3,5.0,6.0,5.0,1,2,5,5,10,10,2,10,7.5,0,0,2,3,0,5,5,3,2,5,1,0,1.0,0.0,3.0,3.0,4,
Company851,04/18/2008,San Francisco,Tech,Finance,3,5.0,4.0,4.0,1,3,5,5,5,5,1,5,5.0,1,0,0,0,4,2,5,2,2,1,0,0,0.0,0.0,3.0,3.0,0,
Company852,04/21/2007,San Francisco,Tech,Finance,2,4.0,4.0,4.0,2,2,5,4,4,5,5,4,5.0,0,0,0,0,0,1,5,1,1,2,0,0,0.0,0.0,2.0,2.0,0,
Company853,11/22/2009,San Francisco,Tech,Finance,4,5.0,4.0,5.0,2,2,5,5,5,5,3,5,5.0,0,0,3,0,0,4,2,1,2,3,0,0,0.0,0.0,2.0,3.0,0,
Company854,03/26/2005,New York,Tech,Finance,2,5.0,4.0,4.0,2,2,5,2,4,5,5,3,5.0,0,0,0,0,0,2,4,1,2,1,0,0,0.0,0.0,2.0,3.0,0,
Company855,07/28/2000,Philadelphia,Non-Tech,Other,2,5.0,4.0,4.0,2,3,5,4,5,5,2,5,4.0,2,3,3,3,5,5,3,3,3,5,3,3,1.0,3.0,5.0,0.0,4,
Company856,10/06/2010,Los Angeles,Non-Tech,Services,4,6.0,4.0,5.0,2,4,5,5,5,5,1,5,5.0,2,2,12,3,4,5,4,2,3,1,4,2,5.0,4.0,3.0,3.0,3,
Company857,04/22/2010,Detroit,Non-Tech,Finance,4,3.0,4.0,3.0,2,5,5,5,5,5,2,5,5.0,0,0,0,0,0,4,2,3,5,2,0,0,0.0,0.0,4.0,2.0,0,
Company858,07/09/2013,San Jose,Tech,Finance,2,3.0,3.0,4.0,6,2,6,8,5,4,3,10,7.5,0,0,0,0,0,3,2,3,2,10,0,0,0.0,0.0,2.5,7.5,0,
Company859,12/31/2011,Denver,Non-Tech,Services,12,3.0,6.0,4.5,2,2,5,10,10,5,4,10,5.0,0,10,15,15,0,5,3,3,1,25,0,0,0.0,2.5,2.5,2.0,0,
Company860,08/07/2013,Milwaukee,Non-Tech,Finance,4,4.0,3.0,4.0,2,2,5,6,8,5,10,5,4.0,0,0,2,0,4,10,5,6,2,10,0,0,0.0,0.0,5.0,7.5,0,
Company861,12/18/1998,Los Angeles,Non-Tech,Services,5,5.0,4.0,4.0,2,2,5,4,4,4,3,4,3.0,2,3,4,2,5,5,5,3,3,1,1,0,1.0,2.0,4.0,2.0,4,
Company862,12/28/2011,Sacramento,Non-Tech,Services,5,2.0,4.0,4.0,1,3,5,4,4,4,3,4,5.0,0,4,4,4,0,5,5,2,2,2,0,3,0.0,4.0,5.0,2.0,5,
Company863,06/01/2012,Boulder,Non-Tech,Services,12,7.5,4.0,4.0,1,2,5,5,5,5,6,5,5.0,1,0,0,1,3,10,4,1,4,1,2,0,4.0,5.0,2.0,3.0,0,
Company864,04/09/2011,San Francisco,Tech,Finance,12,7.5,4.5,6.0,4,2,5,6,8,8,6,6,5.0,0,0,0,0,0,20,12,9,3,5,0,0,0.0,0.0,5.0,0.0,0,
Company865,03/05/1996,San Francisco,Tech,Finance,4,7.5,4.0,6.0,2,2,5,5,4,5,1,4,5.0,0,0,0,0,0,5,5,9,1,1,0,0,0.0,0.0,5.0,7.5,0,
Company866,10/17/1995,San Francisco,Tech,Services,4,5.0,4.0,5.0,1,4,5,4,4,4,5,3,4.0,3,4,3,1,4,5,5,1,3,3,5,5,5.0,3.0,5.0,2.0,5,
Company867,12/02/2008,Philadelphia,Non-Tech,Finance,5,4.0,4.0,4.0,1,3,5,5,5,5,2,5,5.0,0,0,0,0,0,2,5,2,4,1,0,0,0.0,0.0,3.0,1.0,0,
Company868,11/08/2013,Los Angeles,Non-Tech,Services,3,4.0,4.0,4.0,2,3,5,4,4,5,4,4,4.0,0,2,0,0,1,5,5,1,3,4,0,0,0.0,0.0,2.0,3.0,0,
Company869,06/26/2010,Memphis,Non-Tech,Services,2,1.0,5.0,3.0,2,1,3,4,4,4,5,4,4.0,0,4,5,3,0,2,5,5,1,1,0,2,0.0,4.0,3.0,2.0,0,
Company870,09/03/2010,Los Angeles,Non-Tech,Finance,3,4.0,4.0,4.0,2,2,5,5,5,5,5,5,5.0,3,0,0,0,0,3,5,1,2,3,1,0,0.0,0.0,2.0,2.0,0,
Company871,01/16/2009,Denver,Non-Tech,Services,4,5.0,4.0,4.0,1,2,5,5,5,5,4,5,5.0,3,3,5,3,4,4,5,5,3,5,3,3,0.0,4.0,3.0,3.0,0,
Company872,01/17/2009,Cleveland,Non-Tech,Finance,3,4.0,3.0,4.0,3,2,5,4,4,4,3,4,4.0,0,0,0,0,0,5,1,1,1,1,0,0,0.0,0.0,1.0,3.0,0,32619000.0
Company873,01/03/2013,Reno,Non-Tech,Finance,3,4.0,5.0,4.0,2,1,5,5,5,5,2,5,5.0,0,0,0,0,0,2,6,1,1,10,0,0,0.0,0.0,1.0,3.0,0,
Company874,08/23/2013,San Jose,Tech,Services,12,7.5,4.0,4.0,1,3,10,8,10,10,6,5,7.5,0,4,4,3,0,3,15,1,3,25,3,0,3.0,1.0,3.0,3.0,0,
Company875,12/16/2009,San Francisco,Tech,Finance,3,7.5,4.0,4.0,2,2,5,3,4,10,4,5,5.0,3,0,0,2,3,4,4,2,4,4,5,5,0.0,2.0,7.5,5.0,3,
Company876,08/05/2011,San Francisco,Tech,Finance,4,5.0,3.0,5.0,2,2,5,4,4,5,5,4,5.0,0,0,0,0,0,5,5,5,5,5,0,0,0.0,0.0,5.0,0.0,0,
Company877,01/15/2013,Dallas,Non-Tech,Finance,1,2.0,5.0,2.0,1,1,1,5,5,5,1,5,5.0,0,0,0,0,0,1,2,2,1,1,0,0,0.0,0.0,2.0,3.0,0,
Company878,08/25/2006,San Jose,Tech,Finance,12,3.0,4.0,4.0,2,1,5,10,5,5,2,5,7.5,0,0,0,0,0,3,1,3,2,25,6,0,0.0,0.0,1.0,7.5,0,
Company879,09/20/2013,Phoenix,Non-Tech,Finance,3,5.0,3.0,4.0,1,3,5,5,5,5,2,5,5.0,0,0,0,0,0,3,1,1,3,1,0,3,4.0,0.0,2.0,3.0,0,
Company880,01/26/2012,New York,Tech,Services,6,4.5,6.0,7.5,1,2,10,8,10,10,10,10,7.5,6,0,12,4,12,2,12,6,1,10,2,0,2.5,0.0,4.0,3.0,15,
Company881,12/07/2008,Oklahoma City,Non-Tech,Services,2,5.0,4.0,4.0,2,2,5,5,4,5,1,4,5.0,5,1,3,1,1,2,2,1,2,1,2,1,5.0,0.0,2.0,3.0,5,
Company882,12/30/2011,"Washington, D.C.",Non-Tech,Finance,3,5.0,4.0,4.0,4,2,5,8,5,5,5,5,5.0,0,0,0,0,0,20,2,1,1,1,0,0,0.0,0.0,3.0,3.0,0,
Company883,05/08/1995,San Francisco,Tech,Finance,12,7.5,4.5,6.0,4,5,10,5,5,8,2,6,6.0,0,5,3,0,5,2,12,4,3,1,5,0,0.0,3.0,4.0,3.0,0,
Company884,05/01/2009,San Francisco,Tech,Finance,9,6.0,4.0,5.0,4,2,5,5,5,10,2,5,5.0,3,0,0,0,0,3,2,3,2,1,0,3,0.0,0.0,5.0,7.5,0,
Company885,12/06/2011,Atlanta,Non-Tech,Finance,2,4.0,4.0,4.0,1,2,5,5,5,5,2,5,5.0,0,0,0,0,0,2,3,1,2,1,0,0,0.0,0.0,2.0,2.0,0,44295000.0
Company886,11/08/2013,Houston,Non-Tech,Finance,3,4.0,5.0,4.0,2,1,5,5,4,5,3,5,5.0,0,0,0,0,0,2,1,1,1,1,0,0,0.0,0.0,2.0,3.0,0,
Company887,04/06/1998,San Jose,Tech,Finance,3,3.0,3.0,7.5,2,4,5,5,5,5,4,5,5.0,0,0,0,0,0,2,2,1,1,1,0,0,0.0,0.0,2.5,7.5,0,
Company888,06/06/2013,Los Angeles,Non-Tech,Finance,4,5.0,4.0,5.0,1,3,5,4,5,4,3,5,4.0,2,0,3,0,4,3,3,1,2,2,0,1,0.0,0.0,2.0,3.0,0,
Company889,08/11/2007,San Francisco,Tech,Services,3,5.0,5.0,5.0,1,2,5,4,4,4,2,3,4.0,3,5,2,5,4,4,4,3,2,1,5,2,2.0,1.0,3.0,1.0,3,
Company890,09/13/2006,San Jose,Tech,Finance,2,5.0,4.0,4.0,2,2,5,5,5,4,2,5,4.0,0,0,0,0,0,3,1,1,2,1,0,0,0.0,0.0,3.0,2.0,0,
Company891,01/09/2010,Denver,Non-Tech,Finance,2,2.0,4.0,3.0,1,1,1,4,5,5,3,5,5.0,0,0,0,0,0,4,3,1,1,2,0,0,0.0,0.0,2.0,3.0,0,18821000.0
Company892,07/04/2011,Phoenix,Non-Tech,Services,12,7.5,6.0,6.0,2,4,10,6,8,10,10,8,7.5,0,0,0,0,0,15,15,12,5,25,0,0,0.0,0.0,10.0,2.5,0,
Company893,08/20/2011,New York,Tech,Finance,3,2.0,5.0,3.0,1,1,1,5,5,5,2,5,5.0,0,0,0,0,0,1,3,1,3,1,0,0,0.0,0.0,2.0,3.0,0,
Company894,07/16/2012,San Francisco,Tech,Services,1,1.0,5.0,4.0,1,4,1,4,5,5,3,4,5.0,3,4,3,0,3,2,3,2,2,3,3,4,4.0,3.0,3.0,2.0,5,
Company895,05/08/1995,San Francisco,Tech,Services,3,5.0,4.0,4.0,1,2,5,5,5,5,2,5,5.0,1,0,3,5,5,3,1,1,2,1,5,5,5.0,3.0,4.0,3.0,4,
Company896,09/06/1997,Milwaukee,Non-Tech,Services,2,2.0,6.0,6.0,2,10,10,10,10,4,5,3,5.0,1,4,4,2,12,5,5,3,2,3,2,4,2.0,1.0,2.5,7.5,15,
Company897,09/13/2006,San Francisco,Tech,Finance,2,3.0,4.5,4.0,2,2,3,5,5,5,3,5,5.0,0,0,12,0,0,25,1,1,1,1,0,0,0.0,0.0,1.0,2.0,0,
